plot_code,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
TZ160-2-1,TZ,2023/12/05,801,35.793750200000005,-7.235270599999999,1134489001001001,8688,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour","Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,Yes
TZ294-3-3,TZ,2023/12/10,231,36.76171,-8.097901700000001,1155868601100103,8519,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour","Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
TZ294-2-1,TZ,2023/12/10,238,36.769136700000004,-8.0928747,1155868600501001,8520,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
TZ294-4-3,TZ,2023/12/10,242,36.773505,-8.0903283,1155868600201503,8521,Tanzania,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
TZ294-1-1,TZ,2023/12/10,234,36.7737973,-8.090928,1155868600301501,8522,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
TZ309-2-1,TZ,2023/12/11,260,36.1035241,-8.964091699999999,1177239101501601,8527,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
AN073-4-1,AN,2025/03/19,928,14.3530579,-11.3081616,1236790000000000,17620,Angola,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,Yes,No,No,Rainfed ,No,No,No,Yes,No,No,No
TZ142-3-1,TZ,2023/12/31,1036,36.0280558,-5.9783658,1103319501101401,8775,Tanzania,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ202-2-1,TZ,2023/11/29,1076,34.7171374,-8.298289800000001,1160755501402001,8790,Tanzania,No,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ202-3-1,TZ,2023/11/29,1120,34.712156,-8.304087299999999,1160755502001401,8791,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Not applicable,Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ202-1-1,TZ,2023/11/29,1075,34.7085711,-8.300050200000001,1160755501601001,8792,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,"In slope direction, tangent to contour",Mechanical (tractor),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ202-4-1,TZ,2023/11/29,1069,34.709022,-8.2892546,1160755500401101,8793,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Mechanical (tractor),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ216-1-1,TZ,2023/12/03,2164,33.4627891,-8.819568499999999,1173662201401801,8805,Tanzania,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour",Manual (hoe),No,Yes,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ216-4-1,TZ,2023/12/03,2106,33.4605726,-8.8088906,1173662200201601,8807,Tanzania,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Steep land (Gradient > 30%, relief intensity > 150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ216-3-1,TZ,2023/12/03,2027,33.4467764,-8.8091607,1173662200200101,8808,Tanzania,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ187-2-2,TZ,2023/12/13,632,36.726375899999994,-6.6613143,1120244701200202,8542,Tanzania,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,No,Rainfed ,Yes,No,No,No,No,No,No
TZ200-4-1,TZ,2023/12/05,1264,33.233461600000005,-8.2133402,1158520901900901,8820,Tanzania,Yes,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,Yes,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ293-3-1,TZ,2023/12/06,1420,33.205488300000006,-8.0212302,1154067800500501,8821,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Tree,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Not applicable,No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,No
TZ297-4-1,TZ,2023/12/06,1390,33.5837766,-8.1922503,1158077501601501,8826,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ201-3-1,TZ,2023/12/08,1107,32.7558812,-8.227495,1158963601500201,8835,Tanzania,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ572-1-1,TZ,2023/12/10,1519,33.4280683,-8.5548463,1166982601901001,8842,Tanzania,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,Yes,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ572-2-1,TZ,2023/12/10,1478,33.4218441,-8.5431936,1166982600600401,8844,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Shrub,"Other crops (e.g., rubber)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ319-3-1,TZ,2023/12/16,383,38.0485351,-9.850772599999999,1199514600200401,8847,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ319-4-1,TZ,2023/12/16,388,38.0465596,-9.8630845,1199514601600101,8848,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Other crops (e.g., rubber)",2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ319-2-1,TZ,2023/12/16,492,38.05555510000001,-9.858253900000001,1199514601001101,8849,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Other crops (e.g., rubber)",2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ323-3-1,TZ,2023/12/15,293,38.5062469,-10.151598199999999,1206641801700701,8851,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
TZ323-2-1,TZ,2023/12/15,246,38.51343789999999,-10.1402261,1206641800401501,8865,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,"In slope direction, tangent to contour",Manual (hoe),No,No,Yes,Yes,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ323-1-1,TZ,2023/12/15,298,38.5180989,-10.1426481,1206641800702001,8866,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
TZ321-3-1,TZ,2023/12/17,203,38.7606918,-9.9332625,1201299601402001,8867,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ321-4-1,TZ,2023/12/17,213,38.75947,-9.9330385,1201299601401801,8868,Tanzania,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ321-1-1,TZ,2023/12/17,222,38.7586615,-9.937084599999999,1201299601801701,8869,Tanzania,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ321-2-1,TZ,2023/12/17,219,38.7481848,-9.9317025,1201299601200601,8870,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,Yes
TZ320-2-1,TZ,2023/12/17,219,39.1291109,-9.895570900000001,1200411101200601,8871,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
TZ320-3-1,TZ,2023/12/17,314,39.1307136,-9.899621400000001,1200411101600701,8872,Tanzania,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Other crops (e.g., rubber)",2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
